nome_arquivo;tipo_documento;numero_documento;data_emissao;fornecedor;cnpj_fornecedor;descricao_servico;valor_bruto;data_pagamento;data_emissao_nf;aprovado_por;banco_destino;status;hash_verificacao;status_auditoria;total_anomalias;regras_disparadas
arquivos_nf/DOC_0510.txt;NOTA_FISCAL;NF-79391;10/07/2023;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;19500.0000;17/07/2023;06/07/2023;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0510419739;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0511.txt;NOTA_FISCAL;NF-40959;07/02/2024;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;3500.0000;02/03/2024;06/02/2024;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0511625600;APROVADO;0;
arquivos_nf/DOC_0512.txt;NOTA_FISCAL;NF-54798;02/10/2024;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;3500.0000;11/10/2024;29/09/2024;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0512511929;APROVADO;0;
arquivos_nf/DOC_0513.txt;NOTA_FISCAL;NF-65897;17/01/2025;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;8500.0000;30/01/2025;13/01/2025;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0513427557;APROVADO;0;
arquivos_nf/DOC_0514.txt;FATURA;NF-28102;04/04/2024;Limpeza & Facilities;56.789.012/0001-78;Manutenção Elétrica;8500.0000;22/04/2024;03/04/2024;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0514424008;APROVADO;0;
arquivos_nf/DOC_0515.txt;NOTA_FISCAL;NF-34134;16/03/2024;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;6000.0000;15/04/2024;15/03/2024;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0515433025;APROVADO;0;
arquivos_nf/DOC_0516.txt;NOTA_FISCAL;NF-34632;22/02/2025;DataCenter Cloud SA;23.456.789/0001-12;Monitoramento 24h;15000.0000;05/03/2025;19/02/2025;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0516211957;APROVADO;0;
arquivos_nf/DOC_0517.txt;NOTA_FISCAL;NF-88166;27/01/2023;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;10000.0000;21/02/2023;23/01/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0517343461;APROVADO;0;
arquivos_nf/DOC_0518.txt;NOTA_FISCAL;NF-95140;03/01/2024;DataCenter Cloud SA;23.456.789/0001-12;Backup Gerenciado;19500.0000;06/01/2024;29/12/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0518492124;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0519.txt;CONTRATO_ADITIVO;NF-11967;18/05/2024;DataCenter Cloud SA;23.456.789/0001-12;Backup Gerenciado;6000.0000;03/06/2024;17/05/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0519382967;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0520.txt;NOTA_FISCAL;NF-52584;30/01/2025;Marketing Digital Pro;45.678.901/0001-56;Gestão de Mídias Sociais;8500.0000;21/02/2025;29/01/2025;Carlos Mendes;Santander Ag.3456 C/C 78901-2;ESTORNADO;NLC0520579770;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0521.txt;CONTRATO_ADITIVO;NF-78242;19/02/2024;DataCenter Cloud SA;23.456.789/0001-12;Monitoramento 24h;15000.0000;15/03/2024;19/02/2024;Roberto Lima;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0521214626;APROVADO;0;
arquivos_nf/DOC_0522.txt;NOTA_FISCAL;NF-34884;13/02/2023;Marketing Digital Pro;45.678.901/0001-56;Gestão de Mídias Sociais;15000.0000;14/03/2023;12/02/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0522405323;APROVADO;0;
arquivos_nf/DOC_0523.txt;CONTRATO_ADITIVO;NF-77760;08/11/2023;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;19500.0000;03/12/2023;06/11/2023;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0523249149;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0524.txt;NOTA_FISCAL;NF-61520;03/04/2023;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;4200.0000;27/04/2023;30/03/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0524533648;APROVADO;0;
arquivos_nf/DOC_0525.txt;NOTA_FISCAL;NF-95010;26/01/2023;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;8500.0000;01/02/2023;23/01/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0525846030;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0526.txt;NOTA_FISCAL;NF-77065;04/04/2023;DataCenter Cloud SA;23.456.789/0001-12;Monitoramento 24h;19500.0000;08/04/2023;30/03/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0526741804;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0527.txt;CONTRATO_ADITIVO;NF-28953;17/07/2024;DataCenter Cloud SA;23.456.789/0001-12;Monitoramento 24h;6000.0000;30/07/2024;17/07/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0527287555;APROVADO;0;
arquivos_nf/DOC_0528.txt;CONTRATO_ADITIVO;NF-36588;12/11/2023;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;19500.0000;22/11/2023;07/11/2023;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0528103704;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0529.txt;RECIBO;NF-41179;13/01/2023;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;19500.0000;28/01/2023;10/01/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0529327408;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0530.txt;NOTA_FISCAL;NF-81741;09/04/2024;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;4200.0000;23/04/2024;06/04/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0530391622;APROVADO;0;
arquivos_nf/DOC_0531.txt;NOTA_FISCAL;NF-97424;20/02/2023;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;3500.0000;26/02/2023;19/02/2023;Maria Silva;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0531706174;APROVADO;0;
arquivos_nf/DOC_0532.txt;RECIBO;NF-98092;06/12/2023;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;3500.0000;05/01/2024;06/12/2023;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0532398194;APROVADO;0;
arquivos_nf/DOC_0533.txt;NOTA_FISCAL;NF-58309;11/04/2024;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;12000.0000;05/05/2024;07/04/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0533497346;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0534.txt;CONTRATO_ADITIVO;NF-79081;17/07/2024;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;19500.0000;20/07/2024;15/07/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0534533856;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0535.txt;NOTA_FISCAL;NF-73394;13/12/2024;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;3500.0000;20/12/2024;09/12/2024;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0535859246;APROVADO;0;
arquivos_nf/DOC_0536.txt;RECIBO;NF-27001;13/03/2024;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;10000.0000;02/04/2024;11/03/2024;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PENDENTE;NLC0536744129;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0537.txt;NOTA_FISCAL;NF-48074;16/06/2024;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;19500.0000;10/07/2024;11/06/2024;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0537302957;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0538.txt;NOTA_FISCAL;NF-15962;25/01/2023;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;4200.0000;09/02/2023;20/01/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;CANCELADO;NLC0538450006;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0539.txt;NOTA_FISCAL;NF-76412;12/01/2023;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;10000.0000;02/02/2023;11/01/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0539676710;APROVADO;0;
arquivos_nf/DOC_0540.txt;NOTA_FISCAL;NF-33020;27/04/2023;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;12000.0000;19/05/2023;25/04/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0540303440;APROVADO;0;
arquivos_nf/DOC_0541.txt;FATURA;NF-80381;19/11/2024;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;3500.0000;05/12/2024;16/11/2024;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;ESTORNADO;NLC0541451387;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0542.txt;CONTRATO_ADITIVO;NF-37297;30/01/2025;Marketing Digital Pro;45.678.901/0001-56;Email Marketing;10000.0000;01/02/2025;26/01/2025;Ana Beatriz;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0542705445;APROVADO;0;
arquivos_nf/DOC_0543.txt;FATURA;NF-84839;09/03/2023;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;3500.0000;14/03/2023;07/03/2023;Roberto Lima;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0543735111;APROVADO;0;
arquivos_nf/DOC_0544.txt;NOTA_FISCAL;NF-75149;01/09/2024;Marketing Digital Pro;45.678.901/0001-56;Gestão de Mídias Sociais;12000.0000;05/09/2024;30/08/2024;Ana Beatriz;Santander Ag.3456 C/C 78901-2;PAGO;NLC0544349185;APROVADO;0;
arquivos_nf/DOC_0545.txt;NOTA_FISCAL;NF-36489;06/11/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;10000.0000;13/11/2023;02/11/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0545197102;APROVADO;0;
arquivos_nf/DOC_0546.txt;NOTA_FISCAL;NF-52904;29/03/2025;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;6000.0000;14/04/2025;25/03/2025;Ana Beatriz;Santander Ag.3456 C/C 78901-2;PAGO;NLC0546250255;APROVADO;0;
arquivos_nf/DOC_0547.txt;NOTA_FISCAL;NF-50760;30/07/2023;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;19500.0000;23/08/2023;30/07/2023;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0547146168;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0548.txt;NOTA_FISCAL;NF-93735;08/12/2023;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;4200.0000;23/12/2023;08/12/2023;Ana Beatriz;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0548320039;APROVADO;0;
arquivos_nf/DOC_0549.txt;NOTA_FISCAL;NF-30643;17/07/2023;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;12000.0000;27/07/2023;15/07/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0549386929;APROVADO;0;
arquivos_nf/DOC_0550.txt;NOTA_FISCAL;NF-45527;29/09/2024;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;4200.0000;17/10/2024;25/09/2024;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0550248433;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0551.txt;NOTA_FISCAL;NF-13800;25/06/2023;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;12000.0000;28/06/2023;23/06/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0551593602;APROVADO;0;
arquivos_nf/DOC_0552.txt;NOTA_FISCAL;NF-90781;28/01/2024;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;15000.0000;30/01/2024;28/01/2024;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0552472899;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0553.txt;FATURA;NF-71377;22/07/2023;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;4200.0000;14/08/2023;17/07/2023;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0553201987;APROVADO;0;
arquivos_nf/DOC_0554.txt;RECIBO;NF-90863;01/12/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;19500.0000;22/12/2024;26/11/2024;Carlos Mendes;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0554370587;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0555.txt;CONTRATO_ADITIVO;NF-18567;07/07/2023;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;12000.0000;30/07/2023;02/07/2023;Roberto Lima;Santander Ag.3456 C/C 78901-2;PAGO;NLC0555598424;APROVADO;0;
arquivos_nf/DOC_0556.txt;FATURA;NF-76577;05/05/2024;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;10000.0000;20/05/2024;04/05/2024;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0556207932;APROVADO;0;
arquivos_nf/DOC_0557.txt;NOTA_FISCAL;NF-87402;30/11/2023;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;4200.0000;18/12/2023;25/11/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;CANCELADO;NLC0557533525;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0558.txt;NOTA_FISCAL;NF-67062;15/07/2024;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;15000.0000;21/07/2024;12/07/2024;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0558694764;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0559.txt;NOTA_FISCAL;NF-52647;27/06/2023;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;4200.0000;19/07/2023;22/06/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;ESTORNADO;NLC0559682051;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0560.txt;NOTA_FISCAL;NF-52914;30/06/2023;TechSoft Ltda;12.345.678/0001-90;Implantação de Módulo;4200.0000;10/07/2023;27/06/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0560618306;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0561.txt;NOTA_FISCAL;NF-61115;11/08/2023;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;3500.0000;07/09/2023;10/08/2023;Carlos Mendes;Santander Ag.3456 C/C 78901-2;PAGO;NLC0561745474;APROVADO;0;
arquivos_nf/DOC_0562.txt;NOTA_FISCAL;NF-55123;20/07/2023;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;12000.0000;27/07/2023;15/07/2023;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;CANCELADO;NLC0562193624;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0563.txt;NOTA_FISCAL;NF-10110;18/09/2024;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;6000.0000;05/10/2024;15/09/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0563837520;APROVADO;0;
arquivos_nf/DOC_0564.txt;FATURA;NF-91948;23/04/2023;Limpeza & Facilities;56.789.012/0001-78;Manutenção Elétrica;3500.0000;21/05/2023;21/04/2023;Roberto Lima;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0564433580;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0565.txt;CONTRATO_ADITIVO;NF-82800;26/01/2024;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;8500.0000;09/02/2024;22/01/2024;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0565503277;APROVADO;0;
arquivos_nf/DOC_0566.txt;CONTRATO_ADITIVO;NF-28873;07/06/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;6000.0000;17/06/2023;02/06/2023;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0566856379;APROVADO;0;
arquivos_nf/DOC_0567.txt;CONTRATO_ADITIVO;NF-69558;20/05/2023;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;15000.0000;23/05/2023;19/05/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0567634160;APROVADO;0;
arquivos_nf/DOC_0568.txt;NOTA_FISCAL;NF-41031;29/01/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;6000.0000;10/02/2024;28/01/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;ESTORNADO;NLC0568846722;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0569.txt;RECIBO;NF-58310;25/02/2024;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;12000.0000;26/03/2024;21/02/2024;Maria Silva;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0569218661;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0570.txt;NOTA_FISCAL;NF-42142;08/12/2024;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;10000.0000;11/12/2024;07/12/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0570595401;APROVADO;0;
arquivos_nf/DOC_0571.txt;RECIBO;NF-85230;19/09/2024;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;3500.0000;21/09/2024;17/09/2024;Roberto Lima;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0571869460;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0572.txt;CONTRATO_ADITIVO;NF-83886;28/12/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;10000.0000;23/01/2024;26/12/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0572373094;APROVADO;0;
arquivos_nf/DOC_0573.txt;NOTA_FISCAL;NF-73538;15/08/2024;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;3500.0000;21/08/2024;11/08/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0573186518;APROVADO;0;
arquivos_nf/DOC_0574.txt;NOTA_FISCAL;NF-11861;13/03/2025;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;6000.0000;22/03/2025;11/03/2025;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0574877444;APROVADO;0;
arquivos_nf/DOC_0575.txt;NOTA_FISCAL;NF-73559;28/08/2024;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;19500.0000;21/09/2024;27/08/2024;Carlos Mendes;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0575289592;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0576.txt;NOTA_FISCAL;NF-96594;18/12/2023;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;6000.0000;21/12/2023;17/12/2023;Roberto Lima;Santander Ag.3456 C/C 78901-2;PAGO;NLC0576561567;APROVADO;0;
arquivos_nf/DOC_0577.txt;NOTA_FISCAL;NF-70819;14/08/2024;DataCenter Cloud SA;23.456.789/0001-12;Monitoramento 24h;3500.0000;07/09/2024;12/08/2024;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0577518114;APROVADO;0;
arquivos_nf/DOC_0578.txt;RECIBO;NF-29025;02/05/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;8500.0000;26/05/2024;28/04/2024;Roberto Lima;Santander Ag.3456 C/C 78901-2;PAGO;NLC0578656208;APROVADO;0;
arquivos_nf/DOC_0579.txt;NOTA_FISCAL;NF-79637;23/10/2023;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;15000.0000;22/11/2023;20/10/2023;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0579768387;APROVADO;0;
arquivos_nf/DOC_0580.txt;CONTRATO_ADITIVO;NF-43468;17/09/2024;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;10000.0000;17/10/2024;12/09/2024;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0580786128;APROVADO;0;
arquivos_nf/DOC_0581.txt;CONTRATO_ADITIVO;NF-98829;17/04/2024;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;8500.0000;12/05/2024;12/04/2024;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PENDENTE;NLC0581823809;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0582.txt;FATURA;NF-78847;14/07/2024;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;3500.0000;15/07/2024;09/07/2024;Maria Silva;Santander Ag.3456 C/C 78901-2;PAGO;NLC0582208954;APROVADO;0;
arquivos_nf/DOC_0583.txt;FATURA;NF-17455;13/08/2023;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;10000.0000;06/09/2023;11/08/2023;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0583722999;APROVADO;0;
arquivos_nf/DOC_0584.txt;NOTA_FISCAL;NF-34151;26/12/2024;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;6000.0000;30/12/2024;26/12/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0584365641;APROVADO;0;
arquivos_nf/DOC_0585.txt;NOTA_FISCAL;NF-31229;07/11/2024;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;19500.0000;07/12/2024;07/11/2024;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0585918656;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0586.txt;RECIBO;NF-33321;06/03/2025;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;15000.0000;08/03/2025;03/03/2025;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0586561976;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0587.txt;NOTA_FISCAL;NF-38624;25/07/2023;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;6000.0000;14/08/2023;22/07/2023;Maria Silva;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0587743790;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0588.txt;NOTA_FISCAL;NF-68442;02/01/2025;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;3500.0000;11/01/2025;02/01/2025;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0588119676;APROVADO;0;
arquivos_nf/DOC_0589.txt;NOTA_FISCAL;NF-61292;30/10/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;3500.0000;20/11/2024;30/10/2024;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;PENDENTE;NLC0589702553;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0590.txt;NOTA_FISCAL;NF-73185;04/05/2024;TechSoft Ltda;12.345.678/0001-90;Implantação de Módulo;4200.0000;18/05/2024;01/05/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0590227091;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0591.txt;FATURA;NF-20545;08/12/2023;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;15000.0000;30/12/2023;06/12/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0591982042;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0592.txt;RECIBO;NF-23994;25/10/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;3500.0000;01/11/2024;24/10/2024;Carlos Mendes;Bradesco Ag.0001 C/C 99887-7;CANCELADO;NLC0592761249;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0593.txt;NOTA_FISCAL;NF-13324;28/03/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;19500.0000;26/04/2023;23/03/2023;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0593854701;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0594.txt;NOTA_FISCAL;NF-14855;15/05/2024;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;10000.0000;28/05/2024;15/05/2024;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0594455766;APROVADO;0;
arquivos_nf/DOC_0595.txt;FATURA;NF-98877;17/03/2025;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;15000.0000;10/04/2025;17/03/2025;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0595662625;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0596.txt;NOTA_FISCAL;NF-41808;15/03/2023;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;6000.0000;17/03/2023;10/03/2023;Maria Silva;Santander Ag.3456 C/C 78901-2;PAGO;NLC0596835363;APROVADO;0;
arquivos_nf/DOC_0597.txt;NOTA_FISCAL;NF-87469;26/06/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;10000.0000;17/07/2023;26/06/2023;Roberto Lima;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0597167064;APROVADO;0;
arquivos_nf/DOC_0598.txt;NOTA_FISCAL;NF-98918;24/05/2024;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;8500.0000;13/06/2024;20/05/2024;Carlos Mendes;Santander Ag.3456 C/C 78901-2;PENDENTE;NLC0598521536;SUSPEITO;1;STATUS_INCONSISTENTE
